issueId,body
298805135,i want to be able to provide self-signed certs and keys to my app during localhost development these files need to be passed to the webpack-dev-server that runs behind the scenes when i do the npm start script from this package there are many ways to sign your own ssl certificate and i know webpack-dev-server has the ability to run https over its own self-signed certificate.however this doesnt meet my request i also know that the webpack-dev-server can take in key and cert file locations as arguments and that is what my issue is targeting i think we should add the ability to configure certificate and key file locations this will make any development requiring ssl on localhost more straightforward.how could we go about doing that i think there are two options make them optional command-line arguments for the npm start script configurable in package.json make the keys and certs follow a common naming convention or possibly use a certain folder structure
296889732,using jest with puppeteer can be great for example i like to take screenshot from the headless browser to test regression of the user interface the result is just right here
293164909,associated issue to analyze webpack bundles a stats json is required.this pr allows that file to be created and saved to the build directory so that users can use it with webpack-specific insighttools like webpack-bundle-analyzer without ejecting theirapplication.updated the readme to include details for how to do this test plan check that the stats flag works i ran yarn build stats in the root directory of the project once it completed i verified that build/bundle-stats.json existed i dragged it into webpack visualizer to check that the file is correct:
292549809,use worker-loader to turn any file that ends with worker.js into a webworker.closes here is the sample webworker code i used to test this hello.worker.jslet hellointerval;const sayhello self.postmessage message hello self.addeventlistener(message event if event.data.run true self.postmessage status worker started hellointerval setinterval(sayhello if event.data.run false self.postmessage status worker stopped clearinterval(hellointerval index.jsimport react from react;import reactdom from react-dom;import index.css;import app from app;import as serviceworker from serviceworker;import helloworker from hello.worker.js;reactdom.render(
290993386,this pr adds the graphql file loading feature discussed in poc of the concept can be found in might need to link to react-scripts after installing tested the following things works while developing with yarn start works after building with yarn build also looked at the output after ejecting and it looks correct couldnt test it yet though after yarn eject due to some version issues the pr adds following things ability to load and preprocess graphql and gql files with graphql-tag/loader updates the readme.md and user guide with descriptions and usage adds a jest transform so the graphql files work with tests tootested it out with react-apollo and it worked beautifully should work with relay modern too but prerequisite for it is
290821502,i think it would be useful to be able to define a custom env file.i have three different environments my app will run on dev staging and production dev and production are covered but right now it doesnt seem like theres any easy way to have separate environment variables for other stages.it would be handy if an additional environment variable could be specified to select the custom env file and use the default env files if the additional variable is undefined.e.g in windows) start react-scripts start uses env.development start set react_app_env=devstaging react-scripts start uses env.devstaging build_staging set react_app_env=staging react-scripts build uses env.staging build react-scripts build uses env.production the custom env file would be overriden by the local version just how it works currently with development production and test im not confident enough to make the change myself but it seems like adding this would require a change in the react-scripts config jest env.js file where the dotenvfiles variable is set react-scripts v..).creating this from my comment on issue a way to define custom environment variables
290293666,sorry for removing the github template it was irrelevant anyway:as continuation of my comment from i know this issue discussed in the past in many different issues and yet i think we should revisit the support of custom eslint config by user or at least the ability to remove it so we can use our configuration or even in cases where users dont feel they need eslint good part with current state most of the configuration is good config is config is config if there is something the user can configure it might break in future versions pain points with current statecurrently the only option to really control the configuration of eslint is by eject or by fork in both cases we lose the charm of using react-scripts which makes most things to be more convenient and tools that are updated automagically between versions of packages such as webpack end eslint as well.but lack of controlling the configuration can cause a lot more issues which makes the eslint part in create-react-app to be a pain for development.the eslint-config-react-app does contains stylistic rules even tough theyre not from the prettier kind for example default-case rule forces me to put empty default case even when its an empty and unneeded since in my project the convention it to do the default after the switch-case block or in cases when default is really unneeded.its easy to say just add eslint-ignore default-case but it becoming more of a file template than some exception that happens here and there.moreover even most consensus rules such as eqeqeq might not feet to any project and will be more of stylistic choice rather than the right one for example i worked on a project where ive used flow and have a lot of cases where was more than a necessary to make code readable since when youre type is string null undefined and you need to make lots of compares things like a b was much better than a b a null b null ive simplified the if statement flow can make sure its not number compared to string and i know its an edge case but it was only for a demonstration).plugins are very useful but when i cant config it means no real use of plugins because on the browser ill have one configuration and on then ide cli ill have other configuration which is a pain there some cases youll need to remove some eslint rule because some plugin gives you a better rule which might conflict with the original rule but you cant configure so warnings errors in the browser will be leave you with conflicts.and the actual use of plugins is discourage since as i said before ill get in the browser different result from what happens in the ide cli.half related issue why should i need to wait to the support or be forced to the plugin if i dont need?)globals are also a big issue if you forced to use third party code from a cdn it means youll have a lot of globals myawesomeglobal in your files and please dont tell me to use window or global its a temporary work around not a solution.in many cases when ill want to remove the global since we stop to use some third party service i wont have an easy way to know it truly happens when im not the only one who work on the project using window or global will only make it harder moreover as browsers become more and more modern and some script will start use global as let or const the variable wont exist on the window object not to mention when a file should run also inside worker node which only makes things more complicated for using globals).moreover there are libraries such as modernizr that force me to generate a file to src folder that generated automatically if ill add it to public it will force another network request call and if i put it in src it forces me to add manually eslint-disable or start creating boilerplate scripts for this kind of code injection.relates issue dont get me wrong i fully understand the project philosophy and admire the work that have been done but on the other hand you lock me with this project configuration for a linter with specific rules which makes it harder work for me than not having the linter from the first place since there is no easy way to opt-out without ejecting/forking it makes it harder as more conflicts with the eslint-config-react-app happens during project life time.moreover you actually do have configurations such as homepage even if its not much eslint is one of the biggest pain points for me in the create-react-app suite suggestionmy suggestion is to allow custom configure or at least to disable eslint project wide.related issue for disable eslint related issue for allow custom config p.s i can find more related issues to every issue ive wrote here but i dont think it gives any value
290213666,were going to keep x in alpha stage for at least a month or two as we wait for babel to get stable we might as well jump straight to webpack ayc seeing that you worked on and feel passionate about solving this would you like to work on this
288975124,we have just released react-scripts and aside from critical vulnerabilities or similar issues we intend this to be the last x release our work on the x release of react-scripts is in the next branch and we switched it to be the default on github this way people who automatically sync their forks with master will only get non-breaking updates until the next branch is truly ready already mergedso whats gonna be in x heres a few big things that are already in the next branch babel jest babel macros es-compatible uglify configurable target browsers js css compile node_modules with env preset parallelization of babel preflight dependency check opt-in support for css modules opt-in support for sass svg as react components remove proptypes definitions in the production build service workers are now opt-in support for lerna or yarn workspaces very likely to land in but might need your help)there are many more things we want to do but it will require help from the community for now theyre optimistically tagged with a milestone issues prs but its likely well only get to some of them if you feel strongly about any of them look at these issues offer help if youd like to increase their changes of getting landed provide feedback to people who submit prs help them with planning and design etc what gets merged in the end really depends on your participation.i feel strongly that these are blockers that should get into warn about duplicate dependencies more end-to-end test coverage for compiling node_modules needs prs)theyre relatively fleshed out although sass will need somebody to make a pr once other pieces are in place we should also figure out a way to make sass work with css modules well also need a pr for making service workers opt-in issues and prs that need more work and discussionthese look less fleshed out to me and might need more discussion design and implementation work long term caching we have a pr in but maybe we want instead needs somebody to figure out the tradeoffs add a separate lint script serve development from the same path as production broken hot reloading seems a bit wonky to me but maybe you can convince me otherwise refuse to build when importing transitive dependencies needs testing and potentially someone picking it up please participate!so what do you think does this list look exciting to you if you want to help please participate i dont expect that ill have a ton of time to work on all of this personally but we have a really great community and i hope you can help us flesh out these proposals if you also want to help maintaining the project and have some experience maintaining open source projects not necessarily large ones please also let us know how can i test this now were happy youd like to test the next version of react-scripts before getting into the details wed like to make you aware of a few things features may be broken or not work as expected there will be more breaking changes introduced before the final release documentation for new features is still sparse so look through the pull requests for how theyre expected to workyou can install the latest alpha version of react-scripts using one of the following commands: bash create a new application npx create-react-app@next scripts-version=..-next.e app-name upgrade an existing application yarn upgrade react-scripts@..-next.e known issues in x alphasbuild errors sometimes do not show any detail you want to cut a new alpha? bash npm_config_otp npm run publish canary=next exact cd-version major npm-tag=next npm-client=npm
288386529,i have a question.instead of providing proxy information via the package.json is it possible to achieve exactly the same thing by providing this information directly into environment variables
288361099,proof of concept for currently runs all node_modules through babel-preset-env .(which was unsafe in babel but shouldmaybebe safe in babel i dont know the impact on the build time itll definitely make the cold start slower but hopefully repeated builds will be okay we need some measurements with larger projects here intentionally only did this for webpack i dont think we need to do this for tests because you control the node version on which you run the tests unlike the users browser and its never required to compile because we intentionally dont allow any custom transforms like jsx only real js gets compiled.todo x measure build time impact consider opt-out heuristics e.g too old engines field that implies we dont need compilation verify this doesnt break third-party code verify generators and async/await work in deps verify helpers for the above are being shared e.g runtime transform verify babelrc in packages gets ignored create end-to-end tests for these situations
287637053,this adds support for lerna and yarn workspace monorepos are some open questions as to how monorepos should work so this is just a starting point.testing was performed with example and instructions at this pr pulls in changes from which is for supporting running create-react-app in a monorepo space
287071466,problemwe currently allow you to do this: jsimport logo from logo.png; after getting used to it youll probably be comfortable with this giving you a url.but what about other types for example what should this return? jsimport doc from doc.md; markdown source compiled html an ast?what about this? jsimport icon from icon.svg; should this give you a link the svg content a react component?the usual answer is decide it for yourself in the configuration file however that doesnt work for cra so we decided to treat all unknown extensions as url imports this is not ideal because in some cases it just doesnt make any sense and in others there are advanced but still relatively common use cases that arent satisfied proposalwhat if we allowed to user to pick what they want from a limited supported subset per filetype? jsimport url as logourl from logo.png;import html as dochtml from doc.md;import reactcomponent as icon from icon.svg; named imports are checked by webpack so youd get a compile error if you use an unsupported one.things that are unused will be tree shaken so if you only use e.g html of markdown files their source wont be bundled same for svgs whether you consume them as raw source urls or react components).other zero-configuration tools can also adopt this approach concerns what do we do with the default import ideally id like to forbid it for anything other than js/css because the intent is not clear for asset files which version do you get we could do this with a lint rule if we make the breaking change how do we update the consumers we could write a codemod it should be very simple it would be nice to coordinate this across at least a few other projects e.g ndelangen storybook maybe kyleamathews gatsby devongovett parcel rauchg next would also be interested i imagine well need to write a multi-file webpack loader for this but i dont see why other bundlers couldnt adopt a similar convention build performance generating all possible content variations can be too slow ideally it would be nice if loaders had information about which import was used.thoughts
286925890,use svgr webpack loader to wrap svgs in react components as a named export svg filenames are still available as the default export. import logo from logo.svg gives you the filenameimport reactcomponent as logo from logo.svg gives you a react component logo closes
286512442,please read the first section is this a bug report?yes can you also reproduce the problem with npm x many errors especially related to missing modules are due to npm bugs which version of npm are you running you can find out by checking npm v if it is x please be aware that it has more than known bugs and is not guaranteed to work with create react app if its not starting with try to install npm x npm install g npm cd your_project_directory rm rf node_modules npm cache clear npm install then try to reproduce the issue again can you still reproduce it note please try this even if you are using yarn so that we know whether its a yarn-only bug.-->i have tried npm with the same issue which terms did you search for in user guide there are a few common documented problems such as watcher not detecting changes or build failing they are described in the troubleshooting section of the user guide please scan these few sections for common problems additionally you can search the user guide itself for something youre having issues with if you didnt find the solution please share which words you searched for this helps us improve documentation for future readers who might encounter the same problem environment please fill in all the relevant fields by running these commands in terminal node v npm v yarn version if you use yarn npm ls react-scripts if you havent ejected then specify operating system windows browser and version if relevant steps to reproduce how would you describe your issue to someone who doesnt know you or your project try to write a sequence of steps that anybody can repeat to see the issue.-->(write your steps here npm install g create-react-app create-react-app react-app expected behavior how did you expect the tool to behave its fine if youre not sure your understanding is correct just write down what you thought would happen.-->it will create a folder actual behavior did something go wrong is something broken or not behaving as you expected please attach screenshots if possible they are extremely helpful for diagnosing issues.-->it will throw the following error: creating a new react app in c:\users\somepath\react-app.installing packages this might take a couple of minutes.installing react react-dom and react-scripts...npm err code etargetnpm err notarget no compatible version found require-from-string@^..npm err notarget valid install targets:npm err notarget npm err notargetnpm err notarget this is most likely not a problem with npm itself.npm err notarget in most cases you or one of your dependencies are requestingnpm err notarget a package version that doesnt exist.npm err notargetnpm err notarget it was specified as a dependency of cosmiconfignpm err notargetnpm err a complete log of this run can be found in:npm err c:\users\me\appdata\roaming\npm-cache\_logs\--t___z-debug.logaborting installation npm install save save-exact loglevel error react react-dom react-scripts has failed.deleting generated file package.jsondeleting react-app from c:\somepathdone reproducible demo if you can please share a project that reproduces the issue this is the single most effective way to get an issue fixed soon there are two ways to do it create a new app and try to reproduce the issue in it this is useful if you roughly know where the problem is or cant share the real code or copy your app and remove things until youre left with the minimal reproducible demo this is useful for finding the root cause you may then optionally create a new project this is a good guide to creating bug demos once youre done push the project to github and paste the link to it below:-->(paste the link to an example project and exact instructions to reproduce the issue what happens if you skip this step we will try to help you but in many cases it is impossible because crucial information is missing in that case well tag an issue as having a low priority and eventually close it if there is no clear direction we still appreciate the report though as eventually somebody else might create a reproducible example for it thanks for helping us help you
285555542,closes this will remain undocumented until the brave have tried it in the wild. test plan: theres currently no established way to test changes to babel-preset-react-app but i did create unmaintained-react-scripts-babel-macros a while back and it worked well
285504155,its been a while since i cut a release but i should have some time the next couple of weeks whats ready enough that we can get this in i was thinking of updating jest to but are there other prs that are almost ready its okay if those are breaking changes since jest update itself is a breaking change
285147334,add ability to load webworkers and sharedworkers via the react-scripts my use-case is for using latency and debug sensitive protocols over websocket which may get dumped by the server if no activity occurs.there has been a lot of discussion regarding this on but no definitive answer and now closed also im a server-side dev so javascript pr is not my forte and neither is ejecting the scripts as that looks scary
278993779,if i add a symlink in my src directory to another directory and then include files from that path create-react-app gives an error module parse failed unexpected token you may need an appropriate loader to handle this file type.i assume create-react-app wants to have this import already built/transpiled i would expect this to be the case for imports outside the src directory node_modules for example but since the symlink resides in the src directory i would assume create-react-app would fetch these files as if they were truly in src directory.is this a bug or expected behaviour it makes it really hard to extract common components
277616195,ejecting is a real shame for any instance of create-react-app so i found a way to use webpack-bundle-analyzer without ejecting hopefully this will save someone out there from having to eject to make this addition create a file in root i call mine build.js add this javascript. jsprocess.env.node_env productionvar bundleanalyzerplugin require(webpack-bundle-analyzer bundleanalyzerpluginconst webpackconfigprod require(react-scripts/config/webpack.config.prod)webpackconfigprod.plugins.push new bundleanalyzerplugin analyzermode static reportfilename report.html require(react-scripts/scripts/build node build.js
271305500,is there any interest in officially supporting typescript in create-react-app i think having to fork the repo to add support is a bit unfortunate.creating a react-scripts only fork is nice however theres still a bunch of lightly modified upstream code
271270566,import is great for code splitting but its not enough to use in your app on its own. react loadable provides the rest for any react app loading states error states avoids flash of loading state timeouts loading multiple resources in parallel preloading the biggest problem is with server-side rendering.when you use an app with nested asynchronously loaded components it creates this waterfall effect one component loads to render its children where one of the children loads another component which loads another component and so on.this forces you to be annoyingly careful with which component you allow to load async.react loadable manages to use server-side rendering in order to avoid this waterfall it preloads all of your components server-side and as it renders them it makes sure to send down the relevant script and link tags.i know that create react app doesnt do any kind of server-side rendering yet but react loadable is a really great default for the ecosystem but i would like to see what it would look like if we set up a client-side portion for cra users.right now the way i have people set it up looks like this src/entry.jsimport react from react;import reactdom from react-dom;import loadable from react-loadable;import app from components/app;window.main loadable.preloadready().then reactdom.hydrate(window.main(); that way we can trigger our code to run after all the other necessary bundles are in place which makes for a seamless transition when doing server-side rendering.using react loadable like this allows you to place hundreds of dynamically loaded components all over your app without slowing down the startup experience with loading screens and speeding it up by not needing to load nearly as much code.is there something that we can put in create react app that makes it easier to setup react loadable or similar tools
261154825,with the recent release of react react is beginning to depend on more browser features such as map set and requestanimationframe issue proposes dropping support for ie and ie as they had reached end-of-life on january ie has basic support for map and set enough for react to function also has support for requestanimationframe and cancelanimationframe is not supported in any version of internet explorer nor is object.assign or promise so all existing polyfills would have to remain.this will prevent us from having to add about kb in polyfills and has the added benefit of increasing our syntax support level to that of ie this allows users to use let const and block level function declarations in depended upon packages
261039842,is this a bug report?yes can you also reproduce the problem with npm x?yes which terms did you search for in user guide?i searched about testing about enzyme and on the troubleshooting page as well environment node v v npm v yarn version if you use yarn npm ls react-scripts if you havent ejected react-scripts@..then specify operating system windows steps to reproduce npm install g create-react-app create-react-app test-jest-enzyme cd test-jest-enzyme change file src/app.test.js to be: jsximport react from react;import app from app;import shallow from enzyme;it(renders without crashing shallow(.it src/app.test.js reproducible demo
260817198,is this a bug report?yes which terms did you search for in user guide?the issue is documented at steps to reproduce start a project create-react-app project try to run the template tests yarn test expected behaviori expected the testing to complete without warnings out-of-the-box as it did pre-r actual behaviorall tests pass but prints message console.error node_modules/fbjs/lib/warning.js warning react depends on requestanimationframe make sure that you load a polyfill in older browsers
260764110,upgrade to react v
257616752,is this a bug report?noeverything described in this article but for lazy ones ill add some highlights here. html browsers with es module support load this file script type=module src=main.js>
254079539,is this a bug report?yes can you also reproduce the problem with npm x?i am using npm and its a yarn specific bug anyways which terms did you search for in user guide?i simply searched the github repo for workspace and yarn workspace i didnt see a relevant error message/issue environment node v npm v yarn version npm ls react-scripts empty no scripts to use)then specify operating system osx el capitan steps to reproduce mkdir err-demo cd err-demo touch yarnrc echo workspaces-experimental true yarnrc touch package.json write json name meme version main index.js private true workspaces packages/* } to package.json mkdir packages cd packages create-react-app test or expected behaviorcreate-react-app would use the tools installed at the workspace level actual behaviordoesnt find the tools and just complains: aborting installation.unexpected error please report it as a bug error cannot find module users/penguinsoccer/code/js/err-demo/packages/test/node_modules/react-scripts/package.json at function.module._resolvefilename module.js at function.module._load module.js at module.require module.js at require internal/module.js at checknodeversion users/penguinsoccer/.config/yarn/global/node_modules/create-react-app/createreactapp.js at getpackagename.then.then.then.packagename users/penguinsoccer/.config/yarn/global/node_modules/create-react-app/createreactapp.js at anonymous at process._tickcallback internal/process/next_tick.js code module_not_found reproducible demo just using regular logic it seems that create-react-app is unaware about yarn workspaces which install at the package level node_modules rather than for each individual folder in the workspace.create-react-app goes for the folders node_modules when the node_modules are kept in the workspace root.although from my understanding yarn attempts to link node_modules in each directory to the root workspace so then i dont know what the issue is.whether create-react-app should support yarn workspaces is up to you guys and low priority for me since i probably wont use it anyway think its a cool project though
252855790,"this issue is a delete as appropriate question support requesthello all i am new to react.js actually i downloaded a theme which have external javascript libraries i.e bootstrap.min.js jquery.min.js slider.js jquery-flexslider,min.js i created a react app using create-react-app and i copied all the external javascript libraries and css files in index.html of the public folder of my react app and copied all the html of index.html of my theme in app.js which i downloaded all the css are working fine but the javascript libraries are not working on the page.following is the demo of how i included the css files and javascript libraries in index.html of the public folder.</script script src=/assets/javascript/bootstrap.min.js></script script src=/assets/javascript/jquery.easing.js></script script src=/assets/javascript/jquery-waypoints.js>"
250649765,"update heres my latest thinking on this this comment is old.----currently we cant unambiguously tell how you want to treat a random file so we fall back to the simplest behavior for everything except js and css for example if you import file.md or file.svg we give you a url to it because we dont know for sure what you need to do with it.this works for many cases but can be annoying when you want to treat a file like data for example describes a use case for importing svg as a react component and describes a use case for loading markdown files we dont want to use webpack loader syntax for this because it is webpack-specific and other tools dont understand it however i now realized we might not need to.what if we determined this by file extension instead for example, jsimport docs from docs.raw.md;import iconsvg from icon.raw.svg; sure this means you have to encode how the file is used into the file itself and also need to have control over it for example this wouldnt work if you wanted to import svg from an npm package but on the other hand this doesnt work anyway so at least this doesnt make it worse but provides an escape hatch for cases when you need that extra option.this approach is consistent with other cases where we might look at filenames for example there is an ongoing proposal to use module.css for opting into css modules.what do you think update heres my latest thinking on this this comment is old"
248151122,ok this just took me a while to figure out and im mainly adding this to help someone else googling in the future this was my error: (fsevents.framework fseventstreamstart error fsevents_connect ipc/send invalid destination port i was also getting this when trying to git clone: no user exists for uid it turns out its something to do with this iterm bug when you restart your mac and iterm resumes its sessions so if youre seeing anything like this in the future try restarting iterm and it should go away
243900266,this includes pr heres an example of a working plugin which enables typescript support for development production and testing. click here to see the diff without pr
242791051,a plugin system is something which proposes to solve many problems.for instance wed like to be able to add support for things like relay without increasing the initial installation size of the build tooling.this could also be applied to things like typescript sass et al.design goals zero-configuration opt-in additional features simple setup yarn add react-scripts-plugin-relay transparent to users who eject internal use only not pluggable sorry!)we need a lot of discussion about this before we can progress further
